Year,True_value
100,8.561247468607508
101,8.571141465135252
102,8.58118081901593
103,8.591367072564116
104,8.601701772938036
105,8.612186471912324
106,8.622822725645666
107,8.633612094443253
108,8.644556142514082
109,8.655656437723042
110,8.666914551337797
111,8.678332057770453
112,8.689910534313976
113,8.701651560873376
114,8.713556719691638
115,8.725627595070376
116,8.737865773085241
117,8.750272841296052
118,8.762850388451653
119,8.775600004189512
120,8.788523278730034
121,8.801621802565629
122,8.814897166144513
123,8.82835095954926
124,8.841984772170118
125,8.855800192373096
126,8.869798807162837
127,8.883982201840299
128,8.898351959655242
129,8.912909661453584
130,8.927656885319596
131,8.942595206212996
132,8.957726195600955
133,8.973051421085064
134,8.988572446023245
135,9.004290829146711
136,9.02020812417194
137,9.036325879407755
138,9.052645637357509
139,9.069168934316462
140,9.085897299964351
141,9.102832256953231
142,9.119975320490632
143,9.137327997918057
144,9.154891788284935
145,9.172668181918025
146,9.190658659986358
147,9.208864694061798
148,9.22728774567524
149,9.245929265868561
150,9.264790694742372
151,9.283873460999635
152,9.303178981485235
153,9.322708660721586
154,9.342463890440339
155,9.36244604911028
156,9.382656501461522
157,9.403096598006034
158,9.423767674554657
159,9.444671051730648
160,9.46580803447988
161,9.487179911577783
162,9.508787955133135
163,9.530633420088794
164,9.552717543719496
165,9.575041545126812
166,9.597606624731382
167,9.620413963762537
168,9.643464723745439
169,9.666760045985827
170,9.69030105105254
171,9.714088838257881
172,9.738124485136005
173,9.762409046919425
174,9.786943556013775
175,9.811729021470976
176,9.836766428460933
177,9.8620567377419
178,9.887600885129643
179,9.913399780965596
180,9.93945430958407
181,9.965765328778765
182,9.992333669268639
183,10.01916013416336
184,10.046245498428458
185,10.073590508350344
186,10.10119588100136
187,10.129062303705025
188,10.157190433501613
189,10.185580896614285
190,10.214234287915872
191,10.243151170396542
192,10.272332074632489
193,10.301777498255827
194,10.331487905425858
195,10.361463726301903
196,10.391705356517871
197,10.42221315665875
198,10.452987451739167
199,10.4840285306843
200,10.515336645813173
201,10.546912012324691
202,10.578754807786463
203,10.610865171626696
204,10.6432432046293
205,10.675888968432423
